iata,latitude,longitude
IKO,52.9416,-168.849
ILI,59.7544,-154.911
IRC,65.8305,-144.076
JBT,60.782,-161.743
JLA,60.4827,-149.719
JNU,58.355,-134.576
KAE,56.973,-133.946
KAL,64.3191,-158.741
KBC,66.274,-145.824
KBE,55.9291,-131.572
KBW,56.2956,-158.401
KCC,56.0032,-132.842
KCL,56.3112,-158.536
KCN,53.4029,-167.52
KCQ,56.255,-158.775
KCR,63.5677,-155.989
KDK,57.8059,-152.374
KEB,59.3521,-151.925
KEK,59.3568,-157.471
KFP,54.8474,-163.41
KGK,59.7266,-157.259
KGX,62.8952,-160.066
KGZ,61.4551,-142.381
KIB,55.8975,-159.489
KKA,64.9395,-161.154
KKB,58.1909,-152.37
KKH,59.9608,-162.881
KKI,60.9048,-161.422
KKK,64.4166,-156.82
KKL,57.367,-154.028
KKU,58.8112,-158.559
KLG,61.5363,-160.341
KLL,59.1281,-156.859
KLN,57.5351,-153.978
KLW,55.5792,-133.076
KMO,58.9902,-159.05
KMY,57.0256,-154.146
KNW,59.4499,-157.328
KOT,63.0306,-163.533
KOY,57.1615,-154.23
KOZ,57.9254,-152.497
KPB,56.3519,-133.623
KPC,65.2537,-166.859
KPN,59.933,-164.031
KPR,58.4901,-152.582
KPV,55.906,-159.163
KPY,57.9301,-153.041
KQA,54.1338,-165.779
KSM,62.0605,-163.302
KTB,55.688,-132.537
KTH,59.9632,-158.477
KTN,55.3556,-131.714
KTS,65.3313,-166.466
KUK,60.8744,-162.524
KVC,55.1163,-162.266
KVL,67.7362,-164.563
KWF,55.2963,-133.243
KWK,59.8765,-163.169
KWN,59.7551,-161.845
KWP,57.7701,-153.549
KWT,60.7903,-161.444
KXA,55.5374,-132.398
KYK,57.5671,-154.45
KYU,64.8761,-157.727
KZB,57.553,-153.746
LIV,65.467,-148.653
LKK,58.9821,-155.121
LMA,63.886,-152.302
LNI,70.9107,-153.242
LUR,68.8751,-166.11
LVD,61.3591,-155.44
MCG,62.9529,-155.606
MCL,63.7326,-148.911
MDO,59.4499,-146.307
MLL,61.8643,-162.026
MLY,64.9976,-150.644
MNT,65.1437,-149.37
MOS,64.698,-162.057
MOU,62.0954,-163.682
MRI,61.2135,-149.844
MTM,55.131,-131.578
MTX,64.8068,-147.762
MXY,61.4371,-142.904
MYK,61.3357,-142.687
MYU,60.3714,-166.271
NCN,60.0773,-147.992
NIB,63.0186,-154.358
NIN,60.0207,-151.591
NKI,55.8496,-133.228
NLG,56.0075,-161.16
NME,60.471,-164.701
NNK,58.7329,-157.02
NNL,59.9802,-154.839
NUI,70.21,-151.006
NUL,64.7293,-158.074
NUP,60.9056,-162.44
OBU,66.9123,-156.897
OLH,57.2181,-153.27
OME,64.5122,-165.445
OOK,60.5414,-165.087
ORI,57.8853,-152.846
ORT,62.9613,-141.929
ORV,66.8179,-161.019
OTZ,66.8847,-162.599
PAQ,61.5949,-149.089
PCA,58.9065,-157.714
PDB,59.7896,-154.124
PEC,57.9552,-136.236
PGM,59.3483,-151.832
PHO,68.3488,-166.799
PIP,57.5804,-157.572
PIZ,69.7329,-163.005
PKA,60.7029,-161.778
PML,56.006,-160.561
PPC,66.8141,-150.644
PPV,56.3288,-133.61
PQS,61.9346,-162.9
PSG,56.8017,-132.945
PTA,60.2017,-154.326
PTC,55.803,-133.597
PTD,56.2468,-134.648
PTH,56.9591,-158.633
PTU,59.0114,-161.82
PWR,56.381,-134.651
PYL,60.6853,-147.919
RBY,64.7272,-155.47
RDB,68.0321,-162.899
RDV,61.7881,-157.35
RMP,65.5079,-150.141
RSH,61.7789,-161.319
SCC,70.1947,-148.465
SCM,61.8453,-165.571
SDP,55.315,-160.523
SGW,56.8863,-134.158
SGY,59.4601,-135.316
SHG,66.8881,-157.162
SHH,66.2496,-166.089
SHX,62.6923,-159.569
SIT,57.0471,-135.362
SKK,64.3711,-161.224
SKW,61.9653,-151.191
SLQ,61.7005,-157.166
SMK,63.4901,-162.11
SMU,61.812,-147.507
SNP,57.1673,-170.22
SOL,64.5605,-164.446
SOV,59.4424,-151.704
SRV,61.7897,-156.589
STG,56.5783,-169.662
SVA,63.6864,-170.493
SVS,66.0172,-149.055
SVW,61.0974,-155.574
SWD,60.1269,-149.419
SXP,62.5206,-164.848
SXQ,60.4757,-151.034
SYA,52.7123,174.114
SYB,58.3733,-152.202
TAL,65.1744,-152.109
TCT,62.9932,-156.029
TEH,63.1339,-142.519
TEK,60.8714,-146.69
TKA,62.3205,-150.094
TKE,57.7797,-135.218
TKI,55.9371,-133.327
TKJ,63.3295,-142.954
TKL,58.4897,-133.943
TLA,65.2404,-166.339
TLF,63.3939,-153.269
TLJ,62.8944,-155.977
TLT,61.0968,-160.969
TNC,65.5631,-167.922
TNK,60.5755,-165.272
TOG,59.0528,-160.397
TSG,63.3744,-143.336
TWA,59.0756,-160.273
TWE,65.6793,-164.799
TYE,61.0767,-151.138
UGB,57.4254,-157.74
UGI,57.7304,-153.321
UGS,57.5279,-157.399
UMM,63.3315,-149.127
UMT,69.3711,-152.136
UNK,63.8884,-160.799
UTO,65.9928,-153.704
UUK,70.3308,-149.598
VAK,61.5409,-165.6
VDZ,61.1339,-146.248
VEE,67.0087,-146.366
WAA,65.6226,-168.095
WBB,63.516,-162.278
WBQ,66.3622,-147.407
WCR,67.5045,-148.483
WFB,55.3499,-131.677
WHD,55.9033,-130.01
WKK,59.2826,-158.618
WLK,66.6001,-159.986
WLR,55.6013,-131.637
WMK,55.7396,-132.255
WMO,64.6892,-163.413
WNA,60.6903,-161.979
WOW,61.7542,-150.052
WRG,56.4843,-132.37
WSB,55.5296,-133.642
WSF,61.1821,-149.863
WSM,67.4046,-150.123
WSN,58.7034,-157.008
WTK,67.5661,-162.975
WTL,60.3353,-162.667
WWA,61.5717,-149.54
WWP,56.1163,-133.122
WWT,60.9391,-164.641
WYB,55.9163,-131.801
YAK,59.5033,-139.66
ZNC,60.9807,-159.994
AVW,32.4096,-111.218
AZA,33.3078,-111.655
BGT,34.5959,-113.17
BSQ,31.364,-109.883
BXK,33.4204,-112.686
CFT,32.9528,-109.21
CGZ,32.9549,-111.767
CTW,34.73,-112.035
CWX,32.2454,-109.895
DGL,31.3426,-109.506
DMA,32.1665,-110.883
DUG,31.469,-109.604
DVT,33.6883,-112.083
FHU,31.5885,-110.344
FLG,35.1385,-111.671
GCN,35.9524,-112.147
GCW,35.9904,-113.816
GLB,33.3531,-110.667
GYR,33.4225,-112.376
HBK,34.9407,-110.138
HII,34.5711,-114.358
IFP,35.1574,-114.56
IGM,35.2595,-113.938
INW,35.0219,-110.723
LGF,32.86,-114.397
LUF,33.535,-112.383
MSC,33.4608,-111.728
MVM,36.7164,-110.228
MYH,36.8116,-111.642
MZJ,32.5106,-111.328
OLS,31.4177,-110.848
PGA,36.9261,-111.448
PGS,35.5713,-113.293
PHX,33.4343,-112.012
PJB,34.2568,-111.339
PRC,34.6545,-112.42
PXL,35.7917,-110.423
SAD,32.8548,-109.635
SCF,33.6229,-111.911
SDX,34.8486,-111.788
SJN,34.5186,-109.379
SOW,34.2655,-110.006
TBC,36.0928,-111.383
TUS,32.1161,-110.941
TYZ,34.4528,-110.115
VLE,35.6506,-112.148
WTR,33.8125,-109.987
YUM,32.6566,-114.606
AGO,33.228,-93.217
ARG,36.1247,-90.9251
AWM,35.1351,-90.2344
BVX,35.7262,-91.6473
BYH,35.9643,-89.944
CDH,33.6228,-92.7634
CKK,36.2649,-91.5626
CRT,33.1783,-91.8802
ELD,33.221,-92.8133
FCY,34.942,-90.775
FLP,36.2909,-92.5903
FSM,35.3366,-94.3674
FYV,36.0051,-94.1701
HEE,34.5766,-90.6762
HKA,35.9404,-89.8308
HOT,34.478,-93.0962
HRO,36.2615,-93.1547
JBR,35.8317,-90.6464
LIT,34.7294,-92.2243
LRF,34.9169,-92.1497
MPJ,35.1389,-92.9092
MXA,35.8944,-90.1546
PBF,34.1731,-91.9356
PGR,36.0629,-90.5078
ROG,36.3723,-94.1069
SGT,34.5995,-91.575
SLG,36.1919,-94.49
SPZ,36.1764,-94.1193
SRC,35.2106,-91.7375
TXK,33.4537,-93.991
WMH,36.3689,-92.4705
XNA,36.2819,-94.3068
,36.3458,-94.2194
ACV,40.9781,-124.109
AHC,40.2662,-120.153
APC,38.2132,-122.281
APV,34.5753,-117.186
AUN,38.9548,-121.082
AVX,33.4049,-118.416
BAB,39.1361,-121.437
BFL,35.4336,-119.057
BIH,37.3731,-118.364
BLH,33.6192,-114.717
BLU,39.275,-120.71
BNG,33.9231,-116.851
BUR,34.2007,-118.359
BWC,32.9929,-115.517
BXS,33.259,-116.321
BYS,35.2805,-116.63
BZF,40.5749,-122.408
CCB,34.1116,-117.688
CCR,37.9897,-122.057
CEC,41.7802,-124.237
CIC,39.7954,-121.858
CKE,38.9906,-122.901
CLD,33.1283,-117.28
CLG,36.1631,-120.294
CLR,33.1315,-115.521
CNO,33.9747,-117.637
COA,38.0304,-120.415
CPM,33.89,-118.244
CRO,36.1025,-119.595
CSL,35.3261,-120.7429
CXL,32.6695,-115.513
DAG,34.8537,-116.787
DTH,36.4638,-116.881
EDW,34.9054,-117.884
EED,34.7663,-114.623
EKA,40.8034,-124.113
EMT,34.0861,-118.035
FAT,36.7762,-119.718
FCH,36.7324,-119.82
FOB,39.4743,-123.796
FUL,33.872,-117.98
GNF,39.9439,-120.945
HAF,37.5134,-122.501
HHR,33.9228,-118.335
HLI,36.8933,-121.41
HMT,33.734,-117.023
HWD,37.6592,-122.122
IPL,32.8342,-115.579
IYK,35.6588,-117.83
KIC,36.228,-121.122
LAX,33.9425,-118.408
LGB,33.8177,-118.152
LPC,34.6656,-120.468
LSN,37.0629,-120.869
LVK,37.6934,-121.82
MAE,36.9886,-120.112
MCC,38.6676,-121.401
MCE,37.2847,-120.514
MER,37.3805,-120.568
MHR,38.5539,-121.298
MHS,41.2632,-122.272
MHV,35.0594,-118.152
MIT,35.5074,-119.192
MMH,37.6241,-118.838
MOD,37.6258,-120.954
MRY,36.587,-121.843
MYF,32.8157,-117.14
MYV,39.0978,-121.57
NJK,32.8292,-115.672
NKX,32.8684,-117.143
NLC,36.333,-119.952
NLN,40.7193,-123.928
NOT,38.1436,-122.556
NRC,37.408,-121.109
NRS,32.5667,-117.117
NTD,34.1203,-119.121
NUQ,37.4161,-122.049
NVN,39.8185,-120.353
NZY,32.6992,-117.215
OAK,37.7213,-122.221
OAR,36.6819,-121.762
OCN,33.2173,-117.354
ODC,37.7563,-120.8
ONT,34.056,-117.601
OVE,39.4878,-121.622
OXR,34.2008,-119.207
PAO,37.4611,-122.115
PMD,34.6294,-118.085
POC,34.0916,-117.782
PRB,35.6729,-120.627
PSP,33.8297,-116.507
PTV,36.0296,-119.063
PVF,38.7242,-120.753
PYS,39.7105,-121.6163
RAL,33.9519,-117.445
RBF,34.2638,-116.856
RBK,33.5742,-117.128
RBL,40.1507,-122.252
RDD,40.509,-122.293
RHV,37.3329,-121.819
RIR,33.9897,-117.411
RIV,33.8807,-117.259
RMY,37.5109,-120.04
ROF,41.7304,-122.546
SAC,38.5125,-121.493
SAN,32.7336,-117.19
SAS,33.2414,-115.952
SBA,34.4262,-119.84
SBD,34.0954,-117.235
SBP,35.2368,-120.642
SCK,37.8942,-121.238
SDM,32.5723,-116.98
SEE,32.8262,-116.972
SFO,37.619,-122.375
SIY,41.7781,-122.473
SJC,37.3626,-121.929
SMF,38.6954,-121.591
SMO,34.0158,-118.451
SMX,34.8989,-120.457
SNA,33.6757,-117.868
SNS,36.6628,-121.606
SPA,34.9157,-81.9565
SQA,34.6068,-120.076
SQL,37.5119,-122.25
SRF,38.06,-122.51
STS,38.509,-122.813
SUM,33.995,-80.3613
SUU,38.2627,-121.927
SVE,40.3757,-120.573
SZN,34.0606,-119.915
SZP,34.3472,-119.061
TKF,39.32,-120.14
TLR,36.1563,-119.326
TNP,34.1316,-115.946
TOA,33.8034,-118.34
TRH,35.8125,-117.327
TRM,33.6267,-116.16
TSP,35.135,-118.439
TVL,38.8939,-119.995
UDD,33.7484,-116.275
UKI,39.126,-123.201
VBG,34.7373,-120.584
VCV,34.5975,-117.383
VIS,36.3187,-119.393
VNY,34.2098,-118.49
WHP,34.2593,-118.413
WJF,34.7411,-118.219
WLW,39.5164,-122.218
WVI,36.9357,-121.79
AFF,38.9697,-104.813
AKO,40.1756,-103.222
ALS,37.4349,-105.867
AMK,37.2032,-107.869
APA,39.5701,-104.849
ASE,39.2232,-106.869
BFK,39.7017,-104.752
BJC,39.9088,-105.117
CEZ,37.303,-108.628
CIG,40.4952,-107.522
CNE,38.428,-105.106
COS,38.8058,-104.701
CSE,38.8519,-106.928
DEN,39.8617,-104.673
DRO,37.1515,-107.754
EGE,39.6426,-106.918
FCS,38.6784,-104.757
FNL,40.4518,-105.011
GJT,39.1224,-108.527
GUC,38.5339,-106.933
GWS,39.5083,-107.311
GXY,40.4374,-104.633
HDN,40.4812,-107.218
LAA,38.0697,-102.688
LIC,39.2748,-103.666
LXV,39.2203,-106.317
MTJ,38.5098,-107.894
PGO,37.2863,-107.056
PUB,38.2891,-104.497
RIL,39.5263,-107.727
RNG,40.0932,-108.763
SBS,40.5163,-106.866
SLT,38.5383,-106.049
STK,40.6153,-103.265
TAD,37.2594,-104.341
TEX,37.9538,-107.908
WBU,40.0394,-105.226
WPO,38.8317,-107.646
BDL,41.9392,-72.6833
BDR,41.1635,-73.1262
DXR,41.3715,-73.4822
GON,41.3301,-72.0451
HFD,41.7367,-72.6494
HVN,41.2637,-72.8868
OXC,41.4786,-73.1352
DOV,39.1295,-75.466
GED,38.6892,-75.3589
ILG,39.6787,-75.6065
AAF,29.7275,-85.0275
APF,26.1526,-81.7753
AVO,27.5912,-81.5278
BCT,26.3785,-80.1077
BOW,27.9434,-81.7834
CDK,29.1342,-83.0505
CEW,30.7788,-86.5221
CLW,27.9767,-82.7587
COF,28.2349,-80.6101
COI,28.3416,-80.6855
CRG,30.3363,-81.5144
CTY,29.6355,-83.1048
DAB,29.1799,-81.0581
DSI,30.4001,-86.4715
ECP,30.3571,-85.7954
EGI,30.6504,-86.5229
EYW,24.5561,-81.7596
FLL,26.0726,-80.1527
FMY,26.5866,-81.8633
FPR,27.4951,-80.3683
FPY,30.0693,-83.5806
FXE,26.1973,-80.1707
GIF,28.0629,-81.7533
GNV,29.6901,-82.2718
HST,25.4886,-80.3836
HWO,26.0012,-80.2407
IMM,26.4332,-81.401
ISM,28.2898,-81.4371
JAX,30.4941,-81.6879
KYO,28.2213,-82.3745
LAL,27.9889,-82.0186
LCQ,30.182,-82.5769
LEE,28.8231,-81.8087
LNA,26.593,-80.0851
MCF,27.8493,-82.5212
MCO,28.4294,-81.309
MIA,25.7932,-80.2906
MLB,28.1028,-80.6453
MPB,25.7783,-80.1703
MRK,25.995,-81.6725
MTH,24.7261,-81.0514
NEN,30.3539,-81.8719
NIP,30.2358,-81.6806
NPA,30.3527,-87.3186
NQX,24.5758,-81.6889
NRB,30.3911,-81.4247
NSE,30.7242,-87.0219
NUN,30.4694,-87.3381
OBE,27.2628,-80.8498
OCA,25.3254,-80.2748
OCF,29.1726,-82.2242
OPF,25.907,-80.2784
ORL,28.5455,-81.3329
PAM,30.0696,-85.5754
PBI,26.6832,-80.0956
PGD,26.9202,-81.9905
PHK,26.785,-80.6934
PIE,27.9102,-82.6874
PNS,30.4734,-87.1866
PPM,26.2471,-80.1111
RSW,26.5362,-81.7552
SEF,27.4564,-81.3424
SFB,28.7776,-81.2375
SPG,27.7651,-82.627
SRQ,27.3954,-82.5544
SUA,27.1817,-80.2211
TIX,28.5148,-80.7992
TLH,30.3965,-84.3503
TMB,25.6479,-80.4328
TNT,25.8618,-80.897
TPA,27.9755,-82.5332
TPF,27.9156,-82.4493
UST,29.9592,-81.3398
VNC,27.0716,-82.4403
VPS,30.4832,-86.5254
VQQ,30.2187,-81.8767
VRB,27.6556,-80.4179
ZPH,28.2282,-82.1559
ABY,31.5355,-84.1945
AGS,33.3699,-81.9645
AHN,33.9486,-83.3263
ATL,33.6367,-84.4281
AYS,31.2491,-82.3955
BGE,30.9715,-84.6374
BQK,31.2588,-81.4665
CSG,32.5163,-84.9389
DBN,32.5644,-82.9853
DNL,33.4665,-82.0394
DNN,34.7229,-84.8702
FTY,33.7791,-84.5214
GVL,34.2726,-83.8302
LGC,33.0089,-85.0726
LIY,31.8891,-81.5623
LSF,32.3373,-84.9913
LZU,33.9781,-83.9624
MAC,32.8221,-83.562
MCN,32.6928,-83.6492
MGE,33.9154,-84.5163
MGR,31.0849,-83.8033
MLJ,33.1542,-83.2407
MQW,32.0946,-82.8822
MUL,31.1378,-83.7042
PDK,33.8756,-84.302
PIM,32.8407,-84.8824
RMG,34.3506,-85.158
SAV,32.1276,-81.2021
SSI,31.1518,-81.3913
SVN,32.01,-81.1457
SYV,31.5585,-83.8957
TBR,32.4827,-81.7369
TMA,31.429,-83.4885
TOC,34.5938,-83.2958
TVI,30.9016,-83.8813
VAD,30.9678,-83.193
VDI,32.1927,-82.3712
VLD,30.7825,-83.2767
WDR,33.9829,-83.6674
WRB,32.6401,-83.5919
BKH,22.0228,-159.785
BSF,19.7601,-155.554
FTI,-14.2172,-169.425
HDH,21.5795,-158.197
HHI,21.4835,-158.04
HNL,21.3206,-157.924
HNM,20.7956,-156.014
HPV,22.2092,-159.446
ITO,19.7214,-155.048
JHM,20.9629,-156.673
JRF,21.3074,-158.07
KOA,19.7388,-156.046
LIH,21.976,-159.339
LNY,20.7856,-156.951
LUP,21.211,-156.974
MDY,28.2017,-177.381
MKK,21.1529,-157.096
MUE,20.0013,-155.668
NGF,21.4505,-157.768
OGG,20.8986,-156.43
PAK,21.8969,-159.603
UPP,20.2653,-155.86
WKL,19.9205,-155.861
BOI,43.5644,-116.223
BYI,42.5426,-113.772
CHL,44.523,-114.218
COE,47.7743,-116.82
DBS,44.1666,-112.226
GNG,42.9172,-114.765
ICS,44.4938,-116.016
IDA,43.5136,-112.071
IDH,45.9426,-116.123
LWS,46.3745,-117.015
MLD,42.1666,-112.297
MUO,43.0436,-115.872
MYL,44.8897,-116.101
PIH,42.9098,-112.596
RXE,43.8339,-111.805
SMN,45.1238,-113.881
SUN,43.5044,-114.296
TWF,42.4818,-114.488
ALN,38.8903,-90.046
AUZ,41.7719,-88.4757
BDF,41.2309,-89.6157
BLV,38.5452,-89.8352
BMI,40.4771,-88.9159
CIR,37.0645,-89.2196
CMI,40.0392,-88.2781
CPS,38.5707,-90.1562
DEC,39.8346,-88.8657
DNV,40.1992,-87.5959
DPA,41.9078,-88.2486
DVN,41.6103,-90.5883
ENL,38.5151,-89.0911
EOK,40.4599,-91.4285
FEP,42.2462,-89.582
GBG,40.938,-90.4311
GRE,38.8362,-89.3784
HSB,37.8113,-88.5503
IJX,39.7707,-90.238
IKK,41.0714,-87.8463
JOT,41.5178,-88.1755
LOT,41.6073,-88.0962
LWV,38.7643,-87.6055
MDH,37.7781,-89.252
MDW,41.7861,-87.7525
MLI,41.4485,-90.5075
MQB,40.5201,-90.6524
MTO,39.4779,-88.2792
MVN,38.3219,-88.8535
MWA,37.755,-89.0111
OLY,38.7207,-88.1749
ORD,41.9786,-87.9047
PIA,40.6642,-89.6933
RFD,42.1953,-89.0972
SAR,38.1489,-89.6987
SLO,38.6429,-88.9642
SPI,39.8441,-89.6779
SQI,41.7428,-89.6763
UGN,42.4222,-87.8679
UIN,39.9427,-91.1946
VLA,38.9915,-89.1662
VYS,41.3519,-89.1531
AID,40.1086,-85.613
ANQ,41.6397,-85.0835
BFR,38.84,-86.4454
BMG,39.146,-86.6167
CEV,39.6985,-85.1297
CLU,39.2619,-85.8963
EKI,41.7194,-86.0032
EVV,38.037,-87.5324
FRH,38.5062,-86.6369
FWA,40.9785,-85.1951
GBI,26.6319,-78.3592
GFD,39.7903,-85.7361
GSH,41.5264,-85.7929
GUS,40.6481,-86.1521
HLB,39.3445,-85.2583
HNB,38.249,-86.9537
IND,39.7173,-86.2944
KKT,40.7587,-87.4282
LAF,40.4123,-86.9369
LPO,41.5725,-86.7345
MDN,38.7589,-85.4655
MGC,41.7033,-86.8212
MIE,40.2423,-85.3959
MZZ,40.4899,-85.6797
OKK,40.5282,-86.059
OTN,38.8514,-87.4997
PLY,41.3651,-86.3005
RCR,41.0656,-86.1817
RID,39.7572,-84.8428
RNZ,40.9479,-87.1826
SBN,41.7087,-86.3173
SER,38.9236,-85.9074
SIV,39.1147,-87.4483
SMD,41.1434,-85.1528
VPZ,41.454,-87.0071
AIO,41.4073,-95.0469
ALO,42.5571,-92.4003
AMW,41.992,-93.6218
AXG,43.0779,-94.272
BNW,42.0496,-93.8476
BRL,40.7832,-91.1255
CBF,41.2592,-95.7606
CCY,43.0726,-92.6108
CID,41.8847,-91.7108
CIN,42.0462,-94.789
CSQ,41.0214,-94.3633
CWI,41.8311,-90.3291
DBQ,42.402,-90.7095
DEH,43.2755,-91.7394
DNS,41.9864,-95.3807
DSM,41.534,-93.6631
EBS,42.4366,-93.8689
EFW,42.0102,-94.3426
EST,43.4074,-94.7464
FFL,41.0533,-91.9789
FMS,40.6593,-91.3268
FOD,42.5515,-94.1926
FXY,43.2347,-93.6241
HPT,42.7237,-93.2263
HUD,42.7361,-94.2452
ICL,40.7218,-95.0264
IDG,42.3325,-95.445
IFA,42.4708,-93.27
IOW,41.6392,-91.5465
LRJ,42.778,-96.1937
MCW,43.1578,-93.3313
MIW,42.1128,-92.9178
MPZ,40.9466,-91.5111
MUT,41.3678,-91.1482
MXO,42.2263,-91.1635
OMA,41.3032,-95.8941
OOA,41.0048,-93.3096
OTM,41.1066,-92.4479
POH,36.2456,-90.9553
PRO,41.828,-94.1599
RTL,43.3875,-95.1392
SLB,42.5973,-95.2407
SPW,43.1655,-95.2028
SUX,42.4026,-96.3844
TNU,41.6744,-93.0217
UKN,43.2805,-91.4695
ANY,37.1585,-98.0796
BEC,37.6945,-97.215
CBK,39.4275,-101.047
CEA,37.6486,-97.2506
CFV,37.094,-95.5719
CNK,39.5493,-97.6523
CNU,37.6688,-95.4851
DDC,37.7634,-99.9656
EDK,37.7741,-96.8176
EMP,38.3321,-96.1912
EWK,38.0582,-97.2745
FLV,39.3683,-94.9147
FOE,38.9509,-95.6636
FRI,39.0553,-96.7645
FSK,37.7984,-94.7694
GBD,38.3443,-98.8592
GCK,37.9275,-100.724
GLD,39.3706,-101.699
HLC,39.3788,-99.8315
HUT,38.0655,-97.8606
HYS,38.8422,-99.2732
IAB,37.6219,-97.2682
ICT,37.6499,-97.4331
IDP,37.1584,-95.7784
JCI,38.8309,-94.8903
LBL,37.0442,-100.96
LWC,39.0112,-95.2166
LYO,38.3428,-98.2269
MHK,39.141,-96.6708
MPR,38.3524,-97.6913
OJC,38.8476,-94.7376
PPF,37.3299,-95.5062
PTS,37.4478,-94.7311
PTT,37.7016,-98.7469
RSL,38.8721,-98.8118
SLN,38.791,-97.6522
TOP,39.0687,-95.6225
WLD,37.1686,-97.0376
BRY,37.8143,-85.4996
BWG,36.9645,-86.4197
CEY,36.6646,-88.3728
CVG,39.0488,-84.6678
EKX,37.686,-85.925
FFT,38.1825,-84.9047
FTK,37.9071,-85.9721
GLW,37.0318,-85.9537
HOP,36.6686,-87.4962
LEX,38.0365,-84.6059
LOU,38.228,-85.6637
LOZ,37.0822,-84.0849
OWB,37.7401,-87.1668
PAH,37.0608,-88.7738
PVL,37.5618,-82.5664
SDF,38.1744,-85.736
SME,37.0534,-84.6159
AEX,31.3274,-92.5498
ARA,30.0378,-91.8839
BAD,32.5018,-93.6627
BCS,29.8661,-90.0222
BTR,30.5332,-91.1496
BXA,30.8137,-89.865
CWF,30.2106,-93.1432
DRI,30.8317,-93.3399
DTN,32.5402,-93.745
ESF,31.3949,-92.2958
HUM,29.5665,-90.6604
LCH,30.1261,-93.2233
LFT,30.2053,-91.9876
MLU,32.5109,-92.0377
MSY,29.9934,-90.258
NBG,29.8253,-90.035
NEW,30.0424,-90.0283
OPL,30.5584,-92.0994
POE,31.0448,-93.1917
PTN,29.7095,-91.339
RSN,32.5144,-92.5917
SHV,32.4466,-93.8256
UCE,30.4663,-92.4238
AUG,44.3206,-69.7973
BGR,44.8074,-68.8281
BHB,44.45,-68.3615
CAR,46.8715,-68.0179
FRY,43.9911,-70.9479
HUL,46.1231,-67.7921
ISS,43.9614,-69.7126
LEW,44.0485,-70.2835
LIZ,46.9504,-67.8859
MLT,45.6478,-68.6856
NHZ,43.8922,-69.9386
OLD,44.9528,-68.6743
OWK,44.7155,-69.8665
PNN,45.2007,-67.5644
PQI,46.689,-68.0448
PWM,43.6462,-70.3093
RKD,44.0601,-69.0992
SFM,43.3939,-70.708
WFK,47.2855,-68.3128
WVL,44.5332,-69.6755
ADW,38.8108,-76.867
ANP,38.9429,-76.5684
APG,39.4662,-76.1688
BWI,39.1753,-76.6683
CBE,39.6154,-78.7609
CGE,38.5393,-76.0304
CGS,38.9806,-76.9223
ESN,38.8042,-76.069
FDK,39.4176,-77.3743
FME,39.0854,-76.7594
GAI,39.1683,-77.166
HGR,39.7079,-77.7295
LTW,38.3154,-76.5501
MTN,39.3257,-76.4138
NHK,38.286,-76.4118
OCE,38.3104,-75.124
SBY,38.3405,-75.5103
ACK,41.2531,-70.0602
ARE,18.45,-66.6753
BAF,42.1578,-72.7156
BED,42.47,-71.289
BOS,42.3643,-71.0052
BQN,18.4949,-67.1294
BVY,42.5842,-70.9165
CPX,18.3133,-65.3043
EWB,41.6761,-70.9569
FAJ,18.3089,-65.6619
FMH,41.6584,-70.5214
GBR,42.1842,-73.4032
GDM,42.55,-72.0161
HUC,18.1381,-65.8013
HYA,41.6693,-70.2804
LWM,42.7172,-71.1234
MAZ,18.2557,-67.1485
MMN,42.4618,-71.5184
MVY,41.3931,-70.6143
MXG,42.3432,-71.509
NRR,18.2453,-65.6434
ORH,42.2673,-71.8757
OWD,42.1905,-71.1729
PMX,42.2233,-72.3114
PSF,42.4268,-73.2929
PVC,42.0719,-70.2214
PYM,41.909,-70.7288
UWA,42.282,-72.2148
VQS,18.1348,-65.4936
ACB,44.9886,-85.1984
ADG,41.8677,-84.0773
AMN,43.3221,-84.688
APN,45.0781,-83.5603
ARB,42.223,-83.7456
AZO,42.2349,-85.5521
BEH,42.1286,-86.4285
BTL,42.3073,-85.2515
CAD,44.2753,-85.4189
CIU,46.2508,-84.4724
CMX,47.1684,-88.4891
DRE,46.0093,-83.7439
DTW,42.2125,-83.3533
ECA,44.3128,-83.4223
ESC,45.7227,-87.0937
FNT,42.9654,-83.7436
GDW,43.9706,-84.475
GLR,45.0135,-84.7036
GRR,42.8808,-85.5228
HAI,41.9598,-85.5934
HLM,42.7959,-86.162
HTL,44.3598,-84.6711
IMT,45.8184,-88.1145
IRS,41.8133,-85.439
ISQ,45.9746,-86.1718
IWD,46.5275,-90.1314
JXN,42.2598,-84.4594
LAN,42.7787,-84.5874
LDM,43.9625,-86.4079
MBL,44.2724,-86.2469
MBS,43.5329,-84.0796
MCD,45.8649,-84.6373
MKG,43.1695,-86.2382
MNM,45.1267,-87.6384
MOP,43.6217,-84.7375
MQT,46.3536,-87.3954
MTC,42.6135,-82.8369
NLE,41.8359,-86.2252
OSC,44.4516,-83.3941
PHN,42.911,-82.5289
PLN,45.5709,-84.7967
PTK,42.6655,-83.4201
RCT,43.9,-85.5167
TVC,44.7414,-85.5822
TZC,43.4588,-83.4455
WBK,44.2448,-84.1798
WBR,43.7226,-85.5041
AEL,43.6815,-93.3672
AUM,43.665,-92.9334
AXN,45.8663,-95.3947
BBB,45.3319,-95.6506
BDE,48.7284,-94.6122
BJI,47.5094,-94.9337
BRD,46.3983,-94.1381
CKN,47.8417,-96.6216
DLH,46.8421,-92.1936
